type,kud_date,kud_text,kud_amount,toto_date,toto_text,toto_amount,label
reconciled,27.06.2023,PAYPAL ADOBESYSTEM 35314369001,-95.34,27.06.2023,Adobe,95.34,1
reconciled,28.06.2023,Autoroutes Du S,-8.93,28.06.2023,Autoroute vacation ,8.93,1
reconciled,29.06.2023,INDIGO 640006,-315.79,29.06.2023,Parking vacances,315.79,1
reconciled,29.06.2023,SPAR SARL RCK,-81.92,29.06.2023,Supermarket Vacances ,81.92,1
reconciled,30.06.2023,APPLE COM BILL 80249625,-45.0,30.06.2023,Apple app,45.0,1
reconciled,02.01.2019,Fisketorvet Føtex 08977,-569.85,02.01.2019,Føtex friends,569.85,1
reconciled,02.01.2019,TIVOLI DK,-720.0,02.01.2019,Tivoli for all,720.0,1
reconciled,02.01.2019,Brioche Dorée 59036,-39.0,02.01.2019,Brioches friends,39.0,1
reconciled,03.01.2019,VDK DKK 189 00,-189.0,03.01.2019,Green mobiity,189.0,1
reconciled,03.01.2019,MobilePay Caroline Boje,-82.0,03.01.2019,Media license,82.0,1
reconciled,04.01.2019,VDK DKK 80 50,-80.5,04.01.2019,GreenMobility,80.5,1
reconciled,07.01.2019,69419,-1499.0,05.01.2019,Globe,1499.0,1
reconciled,07.01.2019,Fisketorvet Føtex 14002,-272.1,06.01.2019,Supermarket: Føtex,272.1,1
reconciled,07.01.2019,MCDONALDS FISKETOR 67995,-202.0,06.01.2019,Mc Donald,202.0,1
reconciled,09.01.2019,MobilePay Caroline Boje,-117.0,09.01.2019,Ago medicine,117.0,1
reconciled,11.01.2019,Fisketorvet Føtex 12563,-95.3,11.01.2019,Supermarket: Føtex,95.3,1
reconciled,13.01.2019,MobilePay Caroline Boje,-115.0,12.01.2019,Supermarket: Føtex,115.0,1
reconciled,14.01.2019,Fisketorvet Føtex 82993,-65.65,12.01.2019,F,65.65,1
reconciled,14.01.2019,MobilePay Caroline Boje,-124.0,14.01.2019,Supermarket: Føtex,124.0,1
reconciled,17.01.2019,VDK DKK 171 65,-171.65,17.01.2019,Amazon books,171.65,1
reconciled,21.01.2019,Fisketorvet Føtex 14243,-443.5,20.01.2019,Supermarket: Føtex,443.5,1
reconciled,28.01.2019,Taxa 4 X 35,-284.0,26.01.2019,Taxa Airport KL,284.0,1
reconciled,29.01.2019,VDK MYR 300 00,-490.95,29.01.2019,Prelievo KL,490.95,1
reconciled,31.01.2019,Fisketorvet Føtex 45361,-266.1,31.01.2019,Supermarket: Føtex,266.1,1
reconciled,01.02.2019,If Skadeforsikring,-382.16,01.02.2019,Insurance Ago,382.16,1
reconciled,04.02.2019,VDK DKK 479 00,-479.0,04.02.2019,Protein,479.0,1
reconciled,04.02.2019,Illums Bolighus 88690,-119.95,03.02.2019,Bottle Agomas Caro Illum,119.95,1
reconciled,07.02.2019,Bryggens Dyreklini 14595,-3068.34,07.02.2019,Ago operazione denti,3068.34,1
reconciled,11.02.2019,ILLUM 51553,-135.0,11.02.2019,Illum,135.0,1
reconciled,12.02.2019,Fisketorvet Føtex 47482,-264.75,12.02.2019,Supermarket: Føtex,264.75,1
reconciled,18.02.2019,Bertoni Fisketorve 77282,-1199.0,17.02.2019,Pants bertoni,1199.0,1
reconciled,22.02.2019,Fisketorvet Føtex 84953,-108.8,22.02.2019,Supermarket: Føtex,108.8,1
reconciled,25.02.2019,Fisketorvet Føtex 90903,-84.98,25.02.2019,Supermarket: Føtex,84.98,1
reconciled,26.02.2019,Fisketorvet Føtex 33886,-73.95,26.02.2019,Supermarket: Føtex,73.95,1
reconciled,28.02.2019,Fine Ørsted car,-1000.0,28.02.2019,Fine Ørsted PI Planning Skærbæk,1000.0,1
reconciled,04.03.2019,Fisketorvet Føtex 56302,-319.75,02.03.2019,Supermarket: Føtex,319.75,1
reconciled,06.03.2019,Fisketorvet Føtex 58243,-392.78,06.03.2019,Supermarket: Føtex,392.78,1
reconciled,11.03.2019,CINEMAXX FISKETORV 33875,-244.0,10.03.2019,Cinema Captain Marvel,244.0,1
reconciled,12.03.2019,Fisketorvet Føtex 95006,-113.45,12.03.2019,Føtex,113.45,1
reconciled,18.03.2019,Fisketorvet Føtex 04330,-188.6,17.03.2019,Supermarket: Føtex,188.6,1
reconciled,19.03.2019,VDK DKK 48 00,-48.0,16.03.2019,Green mob ballet,48.0,1
reconciled,21.03.2019,VDK DKK 2386 00,-2386.0,16.03.2019,Flight Perm wedding Julia,2386.0,1
reconciled,25.03.2019,50360,-279.0,24.03.2019,Airport taxi to Milano,279.0,1
reconciled,01.04.2019,Total fees,-70.0,28.04.2019,Churros Tivoli,70.0,1
reconciled,04.10.2021,Solrød Tandklinik 78068,-353.19,01.10.2021,Dentist,353.19,1
reconciled,05.10.2021,PAYPAL EASYPARK AS 35314369001,-43.07,01.10.2021,Park,43.07,1
reconciled,11.10.2021,Storebæltsforbinde 22556,-245.0,09.10.2022,Mc Donald ,245.0,1
reconciled,17.10.2021,MobilePay SOLRØD SPILDEVAND A S,-2600.0,17.10.2021,Water,2600.0,1
reconciled,18.10.2021,B Skat 20 10 2021,-1262.0,17.10.2021,B-Skat,1262.0,1
reconciled,27.10.2021,SOLROED FDB SUPERBRUGSEN,-743.9,25.10.2021,Supermarket ,743.9,1
reconciled,28.10.2021,RYANAIR PAYPAL COM,-1310.19,25.10.2021,Volo milank,1310.19,1
reconciled,28.10.2021,SuperB Solrød 24820,-407.65,28.10.2021,Supermarket ,407.65,1
reconciled,01.11.2021,Maxi Zoo Gentofte 21354,-352.85,01.11.2021,Doggy food,352.85,1
reconciled,05.11.2021,3101 MAXI ZOO GENTOFTE GENTOFTE,-288.9,03.11.2021,Food Loki ,288.9,1
reconciled,08.11.2021,CPH Parkering A S 63066,-704.0,08.11.2021,Cph parking,704.0,1
reconciled,09.11.2021,BAUHAUS ISHOEJ ISHOEJ,-679.9,07.11.2021,Bauhaus,679.9,1
reconciled,14.11.2021,MobilePay Caroline Boje,-477.0,14.11.2021,Dog and Verisure,477.0,1
reconciled,18.11.2021,SuperB Solrød 39740,-723.2,18.11.2021,Supermarket ,723.2,1
reconciled,22.11.2021,B Skat 20 11 2021,-1262.0,20.11.2021,B skat,1262.0,1
reconciled,29.11.2021,PAYPAL EASYPARK AS 35314369001,-46.58,24.11.2021,Parking ,46.58,1
reconciled,30.11.2021,FOETEX FISKETOR KOEBENHAVN V,-723.55,27.11.2021,Supermarket ,723.55,1
reconciled,30.11.2021,PAYPAL PANDORA AS 35314369001,-1836.8,26.11.2021,Cadeau Caro,1836.8,1
reconciled,30.11.2021,Q8 Service 8042 57611,-450.26,29.11.2021,Benzina ,450.26,1
reconciled,06.12.2021,SOLROED FDB SUPERBRUGSEN,-510.7,02.12.2021,Supermarket ,510.7,1
reconciled,08.12.2021,SOLROED FDB SUPERBRUGSEN,-660.3,06.12.2021,Supermarket ,660.3,1
reconciled,13.12.2021,PAYPAL UNIQLOEUROP 35314369001,-238.0,07.12.2021,Cadeau Caroline ,238.0,1
reconciled,14.12.2021,SOLROED FDB SUPERBRUGSEN,-67.5,11.12.2021,Supermarket ,67.5,1
reconciled,16.12.2021,SOLROED FDB SUPERBRUGSEN,-591.75,14.12.2021,Supermarket ,591.75,1
reconciled,17.12.2021,ESPRESSO HOUSE 7160 T3 KASTRUP,-85.0,15.12.2021,food airport,85.0,1
reconciled,20.12.2021,SLOTHS AUTO ApS 01404,-3920.0,20.12.2021,Winter tires,3920.0,1
reconciled,21.12.2021,267 LAGKAGHUSET SOLROED,-170.0,19.12.2021,Pastries ,170.0,1
reconciled,22.12.2021,SOLROED FDB SUPERBRUGSEN,-396.8,20.12.2021,Supermarket ,396.8,1
reconciled,27.12.2021,Storebæltsforbinde 67123,-245.0,27.12.2021,Storbæltbroen,245.0,1
reconciled,28.12.2021,Just Eat dk Copenhagen,-236.0,26.12.2021,Pizza,236.0,1
reconciled,28.12.2021,BAUHAUS ISHOEJ ISHOEJ,-89.9,23.12.2021,Tube repair ,89.9,1
reconciled,29.12.2021,SPORT24 OUTLET ISHOEJ ISHOEJ,-120.0,27.12.2021,Guanti,120.0,1
reconciled,02.01.2023,BAUHAUS Ishøj 97216,-2429.2,02.01.2023,Bauhaus,2429.2,1
reconciled,02.01.2023,Q8 Service 8042 66938,-500.57,01.01.2023,Benzina,500.57,1
reconciled,03.01.2023,McDonalds Solroed rest,-277.0,01.01.2023,Mc Donald ,277.0,1
reconciled,03.01.2023,SuperB Solrød 05011,-29.0,03.01.2023,Supermarket ,29.0,1
reconciled,09.01.2023,LIDL 04152,-320.66,07.01.2023,Supermarket ,320.66,1
reconciled,09.01.2023,Maxi Zoo Gentofte 74854,-243.9,09.01.2023,Pappa Loki,243.9,1
reconciled,10.01.2023,Bahne Fisketorvet 23978,-153.95,09.01.2023,Cutting board,153.95,1
reconciled,10.01.2023,Elgiganten 3016 40096,-599.0,09.01.2023,Brosse à dents,599.0,1
reconciled,11.01.2023,LIDL 08073,-490.1,11.01.2023,Lidl,490.1,1
reconciled,16.01.2023,BAUHAUS Ishøj 06200,-582.6,15.01.2023,Bauhaus,582.6,1
reconciled,17.01.2023,McDonalds Solroed rest,-286.0,15.01.2023,Mc Donald ,286.0,1
reconciled,18.01.2023,Q8 Service 8042 76980,-500.2,17.01.2023,Benzina ,500.2,1
reconciled,22.01.2023,MobilePay Caroline Boje,-648.75,22.01.2023,Formula,648.75,1
reconciled,26.01.2023,MobilePay FALCK FAN,-1000.0,26.01.2023,Falck deer removal,1000.0,1
reconciled,30.01.2023,LIDL 25343,-712.6,28.01.2023,Supermarket ,712.6,1
reconciled,31.01.2023,APPLE COM BILL 80249625,-45.0,31.01.2023,Apple app,45.0,1
reconciled,01.02.2023,HK Handels og Kontorf,-517.0,01.02.2023,A-kasse,517.0,1
reconciled,01.02.2023,Gjensidige Forsikring D,-494.42,01.02.2023,Insurance car,494.42,1
reconciled,01.02.2023,PAYPAL AIRBNB HMPF8N,-18769.35,01.02.2023,Airbnb hotel,18769.35,1
reconciled,05.02.2023,MobilePay McDonald s Motelvej So,-219.0,05.02.2023,Mc Donald ,219.0,1
reconciled,06.02.2023,SuperB Solrød 25356,-605.45,04.02.2023,Supermarket ,605.45,1
reconciled,08.02.2023,SuperB Solrød 28489,-368.65,08.02.2023,Supermarket ,368.65,1
reconciled,13.02.2023,Fisketorvet Føtex 77421,-1442.05,12.02.2023,Supermarket ,1442.05,1
reconciled,13.02.2023,ZooBiiDoo 39920,-107.0,12.02.2023,Dog stuff,107.0,1
reconciled,13.02.2023,Electricity bill 202,-33300.75,12.02.2023,El bill 2022,33300.75,1
reconciled,14.02.2023,McDonalds Solroed rest,-256.0,12.02.2023,Mc Donald ,256.0,1
reconciled,19.02.2023,MobilePay McDonald s Motelvej So,-253.0,19.02.2023,Mc Donald ,253.0,1
reconciled,22.02.2023,Bigbio Nordhavn 84119,-69.0,22.02.2023,Popcorn cinema,69.0,1
reconciled,27.02.2023,PAYPAL EASYPARK AS 35314369001,-25.63,22.02.2023,Parking cinema,25.63,1
reconciled,27.02.2023,IKEA 094 HFB ECO 02277,-399.0,25.02.2023,Ikea,399.0,1
reconciled,28.02.2023,Transfer to budget,-7300.0,28.02.2023,Mortgage,7300.0,1
reconciled,01.03.2023,Gjensidige Forsikring D,-494.42,01.03.2023,Car insurance ,494.42,1
reconciled,02.03.2023,MobilePay Caroline Boje,-955.0,01.03.2023,Mobile pay Caro,955.0,1
reconciled,02.03.2023,MobilePay Caroline Boje,-337.0,02.03.2023,Insurances,337.0,1
reconciled,03.03.2023,Google CLOUD z8VSMz Milan,-220.22,03.03.2023,GCP,220.22,1
reconciled,06.03.2023,SuperB Solrød 44778,-243.15,06.03.2023,Supermarket ,243.15,1
reconciled,08.03.2023,McD 0107 SOLROD Karlslunde,-282.0,08.03.2023,Mc Donald,282.0,1
reconciled,10.03.2023,Q8 Service 8042 37010,-400.02,09.03.2023,Benzina ,400.02,1
reconciled,13.03.2023,LIDL 67548,-375.55,11.03.2023,Supermarket ,375.55,1
reconciled,15.03.2023,McD 0107 SOLROD Karlslunde,-240.0,12.03.2023,Mc Donald ,240.0,1
reconciled,17.03.2023,SuperB Solrød 53160,-674.0,17.03.2023,Supermarket ,674.0,1
reconciled,20.03.2023,Meny Solrød str 85863,-13.5,19.03.2023,Supermarket ,13.5,1
reconciled,22.03.2023,McD 0107 SOLROD Karlslunde,-225.0,22.03.2023,Mc Donald,225.0,1
reconciled,24.03.2023,Q8 Service 8042 47540,-605.77,23.03.2023,Benzina,605.77,1
reconciled,28.03.2023,Fisketorvet Føtex 00458,-1244.75,27.03.2023,Supermarket ,1244.75,1
reconciled,29.03.2023,Kim Q Hair design 20036,-369.0,29.03.2023,Haircut,369.0,1
reconciled,31.03.2023,Transfer to budget,-7300.0,31.03.2023,Mortgage,7300.0,1
reconciled,03.07.2020,MobilePay Caroline Boje,200.0,29.07.2019,Taxi airport,200.0,1
reconciled,21.07.2020,GREENMOBILITY A S KBENHAVN K,-8.0,15.07.2022,Colazione autoroute,8.0,1
reconciled,22.07.2020,Kim Q Hair design 12454,-325.0,03.07.2021,Haircut,325.0,1
reconciled,28.07.2020,SILVAN 637 Fisketo 98198,-39.95,22.07.2018,Cadeau Gigi,39.95,1
reconciled,07.09.2020,BAUHAUS Ishøj 72366,-499.7,06.09.2020,Bauhaus,499.7,1
reconciled,10.09.2020,Meny Solrød str 04294,-226.18,10.09.2020,Supermarket ,226.18,1
reconciled,21.09.2020,Electricity Havneh,-954.35,20.09.2020,Electricity havneholmen ,954.35,1
reconciled,01.07.2022,HK Handels og Kontorf,-517.0,01.07.2023,A-kasse,517.0,1
reconciled,04.07.2022,Google CLOUD WBFvQD Milan,-65.85,22.07.2018,Stuff for house,65.85,1
reconciled,18.07.2022,B Skat 20 07 2022,-1069.0,18.07.2022,B Skat,1069.0,1
reconciled,19.07.2022,45562,-1482.32,17.07.2022,Gips,1482.32,1
reconciled,22.07.2022,SuperB Solrød 18695,-954.65,22.07.2022,Supermarket ,954.65,1
reconciled,24.07.2022,MobilePay Caroline Boje,-800.0,24.07.2022,Baby changing mat,800.0,1
reconciled,25.07.2022,SuperB Solrød 02866,-118.95,25.07.2022,Supermarket ,118.95,1
reconciled,27.07.2022,MobilePay Caroline Boje,-740.0,27.07.2022,Dinner Frederik,740.0,1
reconciled,30.07.2022,MobilePay Caroline Boje,-808.0,30.07.2022,Sticker baby room,808.0,1
reconciled,04.08.2022,LIDL 43152,-349.35,04.08.2022,Supermarket ,349.35,1
reconciled,05.08.2022,MCDONALDS FISKETORVET Koebenhavn,-77.0,03.08.2022,Mc donalds for cinema,77.0,1
reconciled,05.08.2022,MobilePay Caroline Boje,-328.0,05.08.2022,Caroline house expenses,328.0,1
reconciled,08.08.2022,SuperB Solrød 11086,-1278.85,07.08.2022,Supermarket ,1278.85,1
reconciled,09.08.2022,AMZN Mktp DE T811K2Z15 AMAZON DE,-330.7,06.08.2022,Amazon stuff for home,330.7,1
reconciled,11.08.2022,Bollo auto,-600.0,11.08.2022,Bollo auto,600.0,1
reconciled,15.08.2022,BAUHAUS Ishøj 99340,-1447.83,13.08.2022,Bauhaus pool and paint,1447.83,1
reconciled,22.08.2022,Babysam Tåstrup 59669,-2195.0,20.08.2022,Baby brezza,2195.0,1
reconciled,22.08.2022,Babysam Tåstrup 59845,-1058.9,22.08.2022,Baby sam sterilizer & stuff,1058.9,1
reconciled,24.08.2022,McDonalds Solroed rest,-221.0,22.08.2022,Mc Donald ,221.0,1
reconciled,24.08.2022,SuperB Solrød 23800,-612.1,24.08.2022,Supermarket ,612.1,1
reconciled,29.08.2022,LIDL 69352,-277.05,28.08.2022,Supermarket ,277.05,1
reconciled,29.08.2022,Babysam Køge 97669,-1144.95,29.08.2022,Baby sam,1144.95,1
reconciled,31.08.2022,Solrød Apotek 02326,-624.85,31.08.2022,Medicine Loki and formula Noah,624.85,1
reconciled,01.09.2022,MobilePay Lasse gift,-70.0,29.09.2023,Niels Present,70.0,1
reconciled,05.09.2022,SuperB Solrød 31951,-443.51,03.09.2022,Supermarket ,443.51,1
reconciled,05.09.2022,SuperB Solrød 32726,-55.0,04.09.2022,Supermarket ,55.0,1
reconciled,06.09.2022,McDonalds Solroed rest,-282.0,04.09.2022,Mc Donald ,282.0,1
reconciled,08.09.2022,MobilePay Caroline Boje,-328.0,08.09.2022,Insurances Mobile pay,328.0,1
reconciled,12.09.2022,Fisketorvet Føtex 26703,-1066.2,10.09.2022,Føtex,1066.2,1
reconciled,14.09.2022,AMZN Mktp DE 6Q54X3945 AMAZON DE,-1281.06,10.09.2022,Amazon lights,1281.06,1
reconciled,17.09.2022,MobilePay Caroline Boje,-770.0,17.09.2022,Cadeau Charlotte,770.0,1
reconciled,19.09.2022,SuperB Solrød 29676,-722.05,19.09.2022,Supermarket ,722.05,1
reconciled,20.09.2022,CPH Parkering A S 69818,-50.0,25.09.2019,MobilePay Gift for Christia...,50.0,1
reconciled,22.09.2022,Pitanordic ApS 17467,-115.0,20.09.2022,Food,115.0,1
reconciled,22.09.2022,COULOIR ApS 30323,-389.0,22.09.2022,Food lunch,389.0,1
reconciled,23.09.2022,Øresundsbroen m SE 20381,-400.0,07.09.2018,Føtex,400.0,1
reconciled,26.09.2022,ØRESUNDSBROEN 59015,-400.0,07.09.2018,Føtex,400.0,1
reconciled,27.09.2022,PAYPAL EASYPARK AS 35314369001,-32.89,22.09.2022,Parking,32.89,1
reconciled,28.09.2022,KROGSGAARD JENSEN 54415,-5114.05,27.09.2022,Service,5114.05,1
reconciled,02.07.2018,MCDONALDS FISKETOR 08975,-199.0,17.07.2018,Nike gym shirt,199.0,1
reconciled,02.07.2018,Fisketorvet Føtex 96514,-271.99,01.07.2018,Fotex,271.99,1
reconciled,03.07.2018,MobilePay Caroline Boje,-300.0,12.07.2018,Fotex,300.0,1
reconciled,05.07.2018,MobilePay Caroline Boje,-220.0,05.07.2018,Fotex,220.0,1
reconciled,09.07.2018,ZARA FISKETORVERT 85052,-318.0,08.07.2018,Zara pants,318.0,1
reconciled,09.07.2018,Electricity bill,-2279.54,08.07.2018,Havneholmen electricity,2279.54,1
reconciled,12.07.2018,MobilePay Caroline Boje,-300.0,12.07.2018,Fotex,300.0,1
reconciled,17.07.2018,Fisketorvet Føtex 68519,-207.25,17.07.2018,Fotex,207.25,1
reconciled,18.07.2018,19846,-79.0,17.07.2018,Selfie stick,79.0,1
reconciled,20.07.2018,Fisketorvet Føtex 43894,-187.25,20.07.2018,Fotex,187.25,1
reconciled,23.07.2018,PLINT 70403,-65.85,22.07.2018,Stuff for house,65.85,1
reconciled,24.07.2018,VDK DKK 127 00,-127.0,22.07.2018,Cheesecake,127.0,1
reconciled,26.07.2018,VDK DKK 24 00,-24.0,30.07.2018,Train from airport,24.0,1
reconciled,04.08.2018,MobilePay Caroline Boje,-500.0,04.08.2018,Concert caro,500.0,1
reconciled,06.08.2018,LIDL 14609,-19.95,06.08.2021,Supermarket ,19.95,1
reconciled,06.08.2018,Fisketorvet Føtex 24578,-5.95,04.08.2018,Fotex,5.95,1
reconciled,06.08.2018,Fisketorvet Føtex 56563,-289.75,05.08.2018,Føtex,289.75,1
reconciled,22.08.2018,MobilePay Caroline Boje,-1200.0,22.08.2018,Luggage Caro NY,1200.0,1
reconciled,23.08.2018,VDK DKK 700 00,-700.0,21.08.2018,Pendlekort,700.0,1
reconciled,23.08.2018,Fisketorvet Føtex 30985,-57.7,23.08.2018,Fotex,57.7,1
reconciled,25.08.2018,MobilePay Caroline Boje,-750.0,25.08.2018,Caroline NY,750.0,1
reconciled,27.08.2018,Fisketorvet Føtex 62062,-333.6,26.08.2018,Føtex,333.6,1
reconciled,29.08.2018,Fisketorvet Føtex 33049,-162.75,29.08.2018,Fotex,162.75,1
reconciled,31.08.2018,MCDONALDS FISKETOR 31357,-209.0,31.08.2018,Mc donald,209.0,1
reconciled,02.09.2018,MobilePay Caroline Boje,-108.0,02.09.2018,Media license,108.0,1
reconciled,03.09.2018,Fisketorvet Føtex 60966,-595.95,01.09.2018,Fotex,595.95,1
reconciled,03.09.2018,Ikea 121 ECO 48445,-1309.0,01.09.2018,Ikea,1309.0,1
reconciled,03.09.2018,Ikea 121 ECO 58200,-429.0,01.09.2018,Ikea,429.0,1
reconciled,03.09.2018,Fisketorvet Føtex 29788,-96.95,02.09.2018,Føtex,96.95,1
reconciled,07.09.2018,MobilePay Caroline Boje,-400.0,07.09.2018,Føtex,400.0,1
reconciled,10.09.2018,Ikea 121 ECO 58948,-19.0,07.09.2018,Ikea,19.0,1
reconciled,12.09.2018,MobilePay Caroline Boje,-270.0,12.09.2018,Føtex,270.0,1
reconciled,13.09.2018,ZARA FISKETORVERT 82995,-698.0,13.09.2018,Zara,698.0,1
reconciled,14.09.2018,MobilePay Caroline Boje,-280.0,14.09.2018,Føtex,280.0,1
reconciled,17.09.2018,Elgiganten 3016 69507,-149.0,15.09.2018,Cable dvd,149.0,1
reconciled,17.09.2018,Fisketorvet Føtex 39293,-225.8,16.09.2018,Føtex,225.8,1
reconciled,20.09.2018,MobilePay Caroline Boje,-180.0,20.09.2018,Føtex,180.0,1
reconciled,21.09.2018,Fisketorvet Føtex 41361,-57.4,21.09.2018,Føtex,57.4,1
reconciled,24.09.2018,Restaurant Phønix 57368,-278.0,22.09.2018,Brunch Phønix,278.0,1
reconciled,24.09.2018,ZARA FISKETORVERT 99581,-1037.0,23.09.2018,Zara pants,1037.0,1
reconciled,24.09.2018,BAHNE FISKETORVET 39994,-249.95,23.09.2018,Porta spezie cucina,249.95,1
reconciled,24.09.2018,SPORT 24 FISKETORV 52774,-100.0,24.09.2018,Tennis balls for ago,100.0,1
reconciled,02.01.2020,Kbh s Borgerservi 44130,-280.0,02.01.2020,License Denmark,280.0,1
reconciled,03.01.2020,PAYPAL BOOKING COM 35314369001,-3613.03,01.01.2020,Hotel Paris,3613.03,1
reconciled,03.01.2020,EASYJET EASYJET,-366.58,01.01.2020,Trip Milan March,366.58,1
reconciled,06.01.2020,Schwarz Senge 08072,-12000.0,04.01.2020,Bed,12000.0,1
reconciled,06.01.2020,Ikea 121 ECO 61769,-858.0,04.01.2020,Ikea,858.0,1
reconciled,07.01.2020,GREENMOBILITY A S KBENHAVN K,-56.0,04.01.2020,Green mobility ,56.0,1
reconciled,07.01.2020,GREENMOBILITY A S KBENHAVN K,-96.0,04.01.2020,Green mobility ,96.0,1
reconciled,07.01.2020,Fisketorvet Føtex 91070,-104.85,07.01.2020,Supermarket: Føtex,104.85,1
reconciled,13.01.2020,CVS PHARMACY Æ10035 SAN,-20.54,13.01.2020,San Francisco,20.54,1
reconciled,14.01.2020,STARBUCKS STORE 10892 SAN,-47.45,13.01.2020,San Francisco,47.45,1
reconciled,14.01.2020,PAYPAL UBER 4029357733,-122.95,13.01.2020,San Francisco,122.95,1
reconciled,14.01.2020,PAYPAL UBER 4029357733,-56.17,13.01.2020,San Francisco,56.17,1
reconciled,14.01.2020,PAYPAL UBER 4029357733,-180.32,13.01.2020,San Francisco,180.32,1
reconciled,14.01.2020,ALEXANDER BOOK CO SAN FRANCISCO,-769.22,13.01.2020,San Francisco,769.22,1
reconciled,14.01.2020,TAXI RIDE USA COM 2 NEW HYDE,-442.3,13.01.2020,San Francisco,442.3,1
reconciled,14.01.2020,101 MONTGOMERY ST SAN FRANCISCO,-364.47,13.01.2020,San Francisco,364.47,1
reconciled,14.01.2020,STARBUCKS STORE 49304 SAN,-57.76,13.01.2020,San Francisco,57.76,1
reconciled,14.01.2020,PAYPAL UBER 4029357733,-91.35,13.01.2020,San Francisco,91.35,1
reconciled,14.01.2020,PAYPAL UBER 4029357733,-199.42,13.01.2020,San Francisco,199.42,1
reconciled,14.01.2020,ALCATRAZ CRUISES SAN FRANCISCO,-274.38,13.01.2020,San Francisco,274.38,1
reconciled,15.01.2020,TST QUEEN S LOUISIANA PO SAN,-148.18,13.01.2020,San Francisco,148.18,1
reconciled,15.01.2020,PAYPAL UBER 4029357733,-70.85,13.01.2020,San Francisco,70.85,1
reconciled,15.01.2020,STARBUCKS STORE 00603 SAN,-39.44,13.01.2020,San Francisco,39.44,1
reconciled,16.01.2020,CLUB QUARTERS SAN FRAN SAN,-3527.25,13.01.2020,San Francisco,3527.25,1
reconciled,20.01.2020,PAYPAL UBER 4029357733,-122.36,13.01.2020,San Francisco,122.36,1
reconciled,21.01.2020,STARBUCKS EVE IAD DULLES,-37.2,13.01.2020,San Francisco,37.2,1
reconciled,22.01.2020,AMZNMktplace amazon co uk,-262.2,19.01.2020,Backpack,262.2,1
reconciled,24.01.2020,Fisketorvet Føtex 48831,-257.85,24.01.2020,Føtex ,257.85,1
reconciled,28.01.2020,Fisketorvet Føtex 86066,-268.7,28.01.2020,Supermarket: Føtex,268.7,1
reconciled,31.01.2020,Fisketorvet Føtex 69757,-326.65,31.01.2020,Supermarket: Føtex,326.65,1
reconciled,03.02.2020,If Skadeforsikring,-390.25,03.02.2020,Insurance Ago,390.25,1
reconciled,04.02.2020,Fisketorvet Føtex 79501,-249.1,04.02.2020,Supermarket: Føtex,249.1,1
reconciled,05.02.2020,DINOFFENTLIGETRANSPORT VALBY,-720.0,03.02.2020,Train,720.0,1
reconciled,07.02.2020,Fisketorvet Føtex 53680,-290.1,07.02.2020,Supermarket: Føtex,290.1,1
reconciled,12.02.2020,Coffee Industri Sw 25710,-120.0,12.02.2020,Coffee Lorenzo,120.0,1
reconciled,13.02.2020,Fisketorvet Føtex 39372,-234.85,18.02.2020,Super,234.85,1
reconciled,17.02.2020,SILVAN 637 Fisketo 96482,-439.9,16.02.2020,Silvan punte fresatrice,439.9,1
reconciled,18.02.2020,GREENMOBILITY A S KBENHAVN K,-88.0,16.02.2020,Green mobility ,88.0,1
reconciled,19.02.2020,IMPROVCOMEDY EU KOBENHAVN K,-190.0,19.02.2020,Improv commedy,190.0,1
reconciled,24.02.2020,SILVAN 637 Fisketo 41334,-259.9,22.02.2020,Silvan plugs,259.9,1
reconciled,24.02.2020,Fisketorvet Føtex 59927,-314.97,23.02.2020,Føtex ,314.97,1
reconciled,02.03.2020,ZARA FISKETORVERT 03562,-299.0,01.03.2020,Zara pants,299.0,1
reconciled,03.03.2020,MobilePay Caroline Boje,-170.0,03.03.2020,Cleaning lady ,170.0,1
reconciled,06.03.2020,DINOFFENTLIGETRANSPORT VALBY,-720.0,04.03.2020,Train,720.0,1
reconciled,09.03.2020,Bryggens Dyreklini 26844,-824.4,07.03.2020,Ago vet,824.4,1
reconciled,12.03.2020,GREENMOBILITY A S KBENHAVN K,-88.0,10.03.2020,Green mobility ,88.0,1
reconciled,12.03.2020,Fisketorvet Føtex 89810,-795.2,12.03.2020,Føtex ,795.2,1
reconciled,19.03.2020,Fisketorvet Føtex 45685,-293.7,19.03.2020,Supermarket: Føtex,293.7,1
reconciled,23.03.2020,Fisketorvet Føtex 31835,-151.75,22.03.2020,Supermarket: Føtex,151.75,1
reconciled,25.03.2020,Bryggens Dyreklini 27383,-2262.52,25.03.2020,Ago vet,2262.52,1
reconciled,01.04.2020,Total fees,-60.0,13.04.2022,Parking ,60.0,1
reconciled,07.04.2022,Bil tax,-665.0,07.04.2022,Car tax,665.0,1
reconciled,13.04.2022,BAUHAUS Ishøj 96389,-647.55,13.04.2022,Bauhaus,647.55,1
reconciled,19.04.2022,Fisketorvet 49228,-60.0,13.04.2022,Parking ,60.0,1
reconciled,19.04.2022,Fisketorvet Føtex 83342,-957.1,16.04.2022,Supermarket ,957.1,1
reconciled,19.04.2022,B Skat 20 04 2022,-1069.0,18.04.2022,B-Skat 04.2022,1069.0,1
reconciled,25.04.2022,Solrød Tandklinik 75740,-556.95,22.04.2022,Dentist,556.95,1
reconciled,27.04.2022,føtex food Kr Ber 54107,-97.8,27.04.2022,Supermarket ,97.8,1
